question,answer_llm,answer_orig,document
Is the capstone project supposed to be done alone even if I enter the competition with others?,"Yes — the capstone is supposed to be done individually.

You can still enter the competition with others and participate as a group there, but the capstone project itself must be your own standalone submission.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will the capstone project be graded in this course?,The capstone project will be graded by peer review: each submitted project is evaluated by three randomly assigned students who also submitted the project. Your final grade is the median of those peer-review scores.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who reviews the project after I submit it?,Your capstone project is reviewed by three randomly assigned students who also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Will I need to score other students’ capstone projects too?,"Yes. You’ll be responsible for grading three fellow students’ capstone projects, and each submitted project is evaluated by three randomly assigned students.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don’t complete the required peer reviews?,"If you don’t complete the required peer reviews, you won’t get a certificate.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone calculated?,The final grade is the **median score** of the grades given by the peer reviewers.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
When do we get assigned the projects for review and grading?,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How are the review projects distributed after the deadline?,"After the submission deadline passes, an Excel sheet is shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Will each participant be assigned the same number of projects to grade?,Yes. Each participant is assigned 3 projects to grade.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What happens with project assignments once the submission deadline is over?,"After the submission deadline passes, projects are assigned for evaluation. An Excel sheet will be shared, and each participant will be assigned 3 projects to review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects should I expect to review in the capstone project?,You should expect to review **3 projects**.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, but why don’t I see anything to review yet?","You can’t review anything yet because the peer-review list is only released after the project submission deadline has passed. At that point, projects are assigned to you for evaluation, and you can’t choose them yourself.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When do the project reviews actually get assigned after submission closes?,"After the submission deadline has passed, the project reviews are assigned. The reviews are released as an Excel sheet with 3 projects assigned to each participant.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Am I supposed to pick which submitted projects I evaluate, or is that decided for me?","You don’t get to choose. Projects are assigned to you for evaluation after the submission deadline has passed, and you can’t pick which ones to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why am I unable to start reviewing projects before the review list is out?,"You can’t start reviewing before the review list is out because projects are only assigned for evaluation after the submission deadline passes. You don’t get to choose which projects to review, and peer review is only available while the course is running and the compiled review list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, so what am I waiting for before I can review others?","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you can’t review before the list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and dataset suggestions for the capstone?,"You can look at the course’s GitHub page for project ideas and dataset suggestions:

[https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md)

It includes several ideas, datasets, and guidelines for the capstone.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with a list of possible datasets I can use for the project?,"Yes — please check the GitHub page linked in the capstone project guidance. It includes several ideas and datasets you can use for the project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on choosing a topic — do you have any ideas or resources for the capstone project?,"Yes — a good starting point is the course’s project ideas and dataset list here:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

That page includes several topic ideas, datasets you can use, and some tips/guidelines for the capstone.

A few other useful notes from the course:

- You should generally use **Python** for the project, since that’s what the course materials and reviewer expectations are based on.
- You can use **any interface** you like for the project: web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, etc.
- You **don’t need Airflow/Mage/Kestra** unless it genuinely fits your project. A plain Python ingestion/indexing script is enough.
- If you choose a non-Python stack, make sure your README is very detailed and reproducible on Windows, macOS, and Linux.

If you want, I can also help you brainstorm a capstone topic based on your interests or the kind of data you like.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Can I find tips and guidelines for picking a dataset somewhere for this project?,"Yes — the course points you to the capstone project GitHub page for ideas, datasets, and tips/guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to check for example ideas and datasets before starting the project?,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for example ideas, datasets, tips, and guidelines before starting the project.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you do **not** need Airflow, Mage, or Kestra for the capstone project.

A **plain Python script** that ingests and indexes your data is enough to get full points on the **“ingestion pipeline”** criterion.  
A **Jupyter notebook** can also work, but it is worth **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, for example if you need **recurring ingestion of a feed that updates daily**. Don’t add one just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Will I lose points if my data ingestion for the capstone is done in a Jupyter notebook instead of a script?,"Yes, but you may lose points.

A plain Python script for ingestion/indexing gets full points for the ingestion pipeline criterion. If you do the same steps in a Jupyter notebook, it’s worth 1 point instead of 2.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"For the ingestion pipeline part of the capstone, is an orchestrator required to get full points?","No. For the capstone’s ingestion pipeline, an orchestrator is **not required** to get full points. A **plain Python script** that ingests and indexes your data is enough for full points. A Jupyter notebook version would get fewer points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When would it make sense to use an orchestration tool in the capstone instead of just plain Python?,"It makes sense to use an orchestration tool in the capstone only if your project actually needs it — for example, if you have a feed that updates daily and you want recurring ingestion, scheduling, or retries.

For the capstone itself, you do **not** need one: a plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I only have a notebook that ingests and indexes the data, how many points can I get for that criterion?",A Jupyter notebook with the ingestion and indexing steps is worth **1 point** for that criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I test a recommender RAG if I don’t have obvious ground-truth answers?,"Use two complementary evaluation methods:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that *should* retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample queries, run the full recommender RAG, and have an LLM rate the results on a fixed rubric, such as a 1–5 relevance/usefulness scale.

For recommender-style RAG, **NDCG is often a better fit than hit rate** because multiple items can be acceptable; it rewards good items appearing higher in the ranking, not just the first result.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic labels for evaluating item retrieval in my project?,"A good way is to use **synthetic ground truth**:

1. For each item in your dataset, give the LLM the item’s description.
2. Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
3. Run those queries through your retriever.
4. Evaluate with metrics like **hit rate, MRR, or NDCG**.

For ranking-style retrieval tasks, **NDCG** is often especially useful because it rewards having the best items near the top, not just the first hit.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Can I use an LLM to judge the quality of RAG results instead of exact answers?,"Yes — you can use an LLM as a judge to evaluate the quality of RAG results, not just exact answers.

The course even has an “LLM-as-judge” section for offline RAG evaluation, where the judge LLM provides an explanation and relevance judgment rather than requiring a perfect exact match.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking-type retrieval, which metric works better than just hit rate?",NDCG works better than just hit rate for ranking-type retrieval.,"Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"If several items could be valid results, how should I score the ranking more fairly?","Use **NDCG** instead of just hit-rate / exact top-1 accuracy.

From the project guidance: for ranking-style problems where **multiple items are acceptable**, NDCG is a better fit because it **rewards getting good items higher in the list**, not only returning one exact correct answer.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a big corpus with long PDFs and lots of paragraphs if I don’t want to overthink it first?,"Don’t overthink it upfront — **iterate**.

A good starting point is:

- **Use fixed-size chunks** of about **1000 tokens** with some **overlap**
- Run a **small ground-truth eval**
- Then improve if needed:
  - **LLM-based logical section splitting**
  - Add a **short summary per chunk**
  - For long structured docs, use **hybrid search**: **BM25 + dense**

If you’re extracting from PDFs first, useful tools are:

- **pymupdf4llm** — fast, decent quality
- **Docling** — slower, better for tables/figures
- **GROBID** — great for academic papers

Best practice: **chunk simply, evaluate, adjust, repeat**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it okay to start with simple fixed-size chunks, like around 1000 tokens with overlap, before trying smarter methods?","Yes — that’s a good starting point. The course suggests starting simple with fixed-size chunking, around 1000 tokens with some overlap, and then running a small ground-truth eval. After that, iterate and try smarter methods if needed.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Would it help to use an LLM to break each document into logical sections instead of plain token chunking?,"Yes — the context suggests that as a good next step.

It recommends starting with simple fixed-size chunking first, then trying “smart chunking” where you ask an LLM to split each document into logical sections and index each section. The key is to compare approaches with a small ground-truth eval and keep whichever improves hit rate / MRR.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add short summaries to each chunk, and can that improve retrieval when I index them?","Yes — adding a short summary per chunk can help, and the context explicitly says you can **index it alongside, or use it to boost retrieval**.

So the recommended approach is:
- chunk the documents,
- generate a short LLM summary for each chunk,
- store/index that summary together with the chunk,
- then evaluate whether retrieval improves.

The important part is to **measure it** with your ground-truth eval and check hit rate / MRR after the change.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long structured docs like legal or financial files, is hybrid search with BM25 plus dense embeddings a better choice?","Yes — for long, structured documents like legal or financial files, the context recommends **hybrid search (BM25 + dense embeddings)**. This helps preserve **exact wording** during retrieval, which semantic matching alone can miss.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?","Reproducibility means a peer reviewer should be able to clone your repo and follow your README to recreate the system from scratch using their own credentials.

No, reviewers do **not** need your API keys. You should **never** share API keys or hosted-service credentials in your repo.

What to include instead:
- a script or notebook that ingests the dataset and rebuilds the search index locally
- a `.env.example` file with variable names only, no values
- keep your real `.env` file in `.gitignore`
- use your own keys locally, not in the repository
- pin dependency versions and document the Python version, and Docker version if used

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from my repo without giving away credentials?,"Let them rebuild the index locally from the repo, and use their own credentials.

In practice:

- include a script or notebook that ingests the data and rebuilds the search index
- ship a `.env.example` with variable names only, no secret values
- keep `.env` in `.gitignore`
- tell them to create their own `.env` and use their own API keys / hosted-service credentials
- document the setup clearly in the README

So: reproducibility means they can clone your repo and recreate the system from scratch without you sharing credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Do I need to include real keys in the project files, or is there a safer way to handle environment variables?","No — don’t include real keys in the project files.

Use a safer setup instead:
- commit a `.env.example` with variable names only, no secret values
- keep your real `.env` out of Git with `.gitignore`
- have reviewers create their own credentials
- document how to run the project with those variables

For reproducibility, reviewers should be able to clone the repo and rebuild/run the project using their own API keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What should I put in .env.example for the project so others can run it on their own?,"Put the **environment variable names only**, with no real secrets.

For example, your `.env.example` can look like:

```env
OPENAI_API_KEY=
GROQ_API_KEY=
HF_TOKEN=
DATABASE_URL=
```

Then instruct reviewers to:

1. copy `.env.example` to `.env`
2. fill in their own values
3. keep `.env` out of git

The key idea is: **never commit API keys or credentials**. Reviewers should run the project using **their own credentials**, as explained in the README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How can I make sure my capstone is easy to reproduce with the right dependency versions and tools?,"To make your capstone easy to reproduce, make sure you:

- **Pin dependency versions** in `requirements.txt` or `pyproject.toml` plus a **lock file**
- **Document the Python version** used
- If you use Docker, **document the Docker version** too
- Include a **script or notebook** that can ingest the data and **rebuild the search index locally**
- Provide a **`.env.example`** with variable names only, and keep real secrets in a local `.env` that is **gitignored**
- Use **your own API keys**, not shared ones
- Prefer a **cheap model** like `gpt-4o-mini` or Groq so reviewers don’t spend much credit
- Write clear README instructions so a peer reviewer can clone the repo and recreate everything from scratch

If you want, I can also help you draft a reproducibility checklist for your README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework in a language other than Python, like JavaScript or Go, or is Python required?","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path, and this applies to every homework and the final project.

Using another language like JavaScript or Go is technically possible, but only if you have a strong reason. If you do, your documentation must be very thorough so the reviewer can easily reproduce and evaluate it.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"For the final project, is it okay to use Rust, Java, or another stack instead of Python?","Yes — you *can* use Rust, Java, or another stack for the final project.

That said, the course recommends Python in most cases, including the capstone, because the materials, examples, and reviewer expectations are Python-based. A non-Python stack is allowed, but it should only be used if you have a strong reason.

If you do use Rust/Java/another language, make sure your documentation is very thorough:
- explain how to install dependencies
- explain how to run it on Windows, macOS, and Linux
- make the project easy to reproduce and evaluate

So: **allowed, but Python is the safest/easiest choice.**","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I submit a non-Python solution, what kind of README or setup instructions do I need to include?","Your README should be **very thorough** and written as if the reviewer has **no knowledge of that language or ecosystem**.

Include:

- **How to install dependencies**
- **How to run the homework/project**
- Instructions for **Windows, macOS, and Linux**

For example, a Go project should include commands at the level of:

```bash
go mod tidy
go run .
```

The key requirement is that the submission must be **easy to reproduce and evaluate**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
